target_id,obs_id,source_dataset,source_group_id,area,date,reference_time,timestamp_source,role,selection_rank,granule_name,acquisition_start,delta_h,scene_coverage_ratio,coverage_set_ratio,coverage_complete,download_group_key,aoi_buffer_km,association_count
S1_S1A_IW_SLC__1SDV_20160716T214630_20160716T214657_012179_012E3A_DCAE:scene,S1_S1A_IW_SLC__1SDV_20160716T214630_20160716T214657_012179_012E3A_DCAE,deduplicated_global_s1,S1A_IW_SLC__1SDV_20160716T214630_20160716T214657_012179_012E3A_DCAE,Global_S1,2016-07-16,2016-07-16T21:46:30Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20160716T214630_20160716T214657_012179_012E3A_DCAE.SAFE,2016-07-16T21:46:30Z,0,1,1,True,S1A_IW_SLC__1SDV_20160716T214630_20160716T214657_012179_012E3A_DCAE,30.0,1
S1_S1A_IW_SLC__1SDV_20161005T235752_20161005T235819_013362_015506_6040:scene,S1_S1A_IW_SLC__1SDV_20161005T235752_20161005T235819_013362_015506_6040,deduplicated_global_s1,S1A_IW_SLC__1SDV_20161005T235752_20161005T235819_013362_015506_6040,Global_S1,2016-10-05,2016-10-05T23:57:52Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20161005T235752_20161005T235819_013362_015506_6040.SAFE,2016-10-05T23:57:52Z,0,1,1,True,S1A_IW_SLC__1SDV_20161005T235752_20161005T235819_013362_015506_6040,30.0,2
S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A:scene,S1_S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A,Global_S1,2017-01-09,2017-01-09T23:57:49Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A.SAFE,2017-01-09T23:57:49Z,0,1,1,True,S1A_IW_SLC__1SDV_20170109T235749_20170109T235816_014762_01808F_7B6A,30.0,1
S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3:scene,S1_S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3,Global_S1,2017-02-24,2017-02-24T11:45:18Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3.SAFE,2017-02-24T11:45:18Z,0,1,1,True,S1A_IW_SLC__1SDV_20170224T114518_20170224T114545_015425_019521_64D3,30.0,1
S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5:scene,S1_S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5,Global_S1,2017-02-24,2017-02-24T11:45:43Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5.SAFE,2017-02-24T11:45:43Z,0,1,1,True,S1A_IW_SLC__1SDV_20170224T114543_20170224T114610_015425_019521_2ED5,30.0,1
S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564:scene,S1_S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564,Global_S1,2017-02-26,2017-02-26T23:57:43Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564.SAFE,2017-02-26T23:57:43Z,0,1,1,True,S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564,30.0,2
S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8:scene,S1_S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,Global_S1,2017-02-26,2017-02-26T23:58:08Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8.SAFE,2017-02-26T23:58:08Z,0,1,1,True,S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,30.0,3
S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746:scene,S1_S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746,Global_S1,2017-03-22,2017-03-22T11:29:01Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746.SAFE,2017-03-22T11:29:01Z,0,1,1,True,S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746,30.0,1
S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471:scene,S1_S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,Global_S1,2017-03-27,2017-03-27T11:37:00Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471.SAFE,2017-03-27T11:37:00Z,0,1,1,True,S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,30.0,3
S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA:scene,S1_S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA,Global_S1,2017-08-25,2017-08-25T23:57:51Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA.SAFE,2017-08-25T23:57:51Z,0,1,1,True,S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA,30.0,2
S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D:scene,S1_S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D,Global_S1,2017-08-25,2017-08-25T23:58:16Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D.SAFE,2017-08-25T23:58:16Z,0,1,1,True,S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D,30.0,2
S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8:scene,S1_S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8,Global_S1,2017-08-31,2017-08-31T00:06:18Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8.SAFE,2017-08-31T00:06:18Z,0,1,1,True,S1A_IW_SLC__1SDV_20170831T000618_20170831T000645_018160_01E82D_DFF8,30.0,1
S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A:scene,S1_S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A,deduplicated_global_s1,S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A,Global_S1,2017-09-28,2017-09-28T11:45:27Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A.SAFE,2017-09-28T11:45:27Z,0,1,1,True,S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A,30.0,2
S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A:scene,S1_S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A,deduplicated_global_s1,S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A,Global_S1,2017-10-10,2017-10-10T11:45:28Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A.SAFE,2017-10-10T11:45:28Z,0,1,1,True,S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A,30.0,2
S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901:scene,S1_S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901,deduplicated_global_s1,S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901,Global_S1,2017-10-12,2017-10-12T23:57:53Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901.SAFE,2017-10-12T23:57:53Z,0,1,1,True,S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901,30.0,1
S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4:scene,S1_S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4,deduplicated_global_s1,S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4,Global_S1,2017-10-12,2017-10-12T23:58:17Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4.SAFE,2017-10-12T23:58:17Z,0,1,1,True,S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4,30.0,1
S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C:scene,S1_S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C,deduplicated_global_s1,S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C,Global_S1,2017-10-17,2017-10-17T11:37:09Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C.SAFE,2017-10-17T11:37:09Z,0,1,1,True,S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C,30.0,1
S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612:scene,S1_S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612,deduplicated_global_s1,S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612,Global_S1,2017-12-03,2017-12-03T22:33:13Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612.SAFE,2017-12-03T22:33:13Z,0,1,1,True,S1A_IW_SLC__1SDV_20171203T223313_20171203T223341_019544_0212E6_4612,30.0,1
S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713:scene,S1_S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713,deduplicated_global_s1,S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713,Global_S1,2017-12-03,2017-12-03T22:33:38Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713.SAFE,2017-12-03T22:33:38Z,0,1,1,True,S1A_IW_SLC__1SDV_20171203T223338_20171203T223406_019544_0212E6_3713,30.0,1
S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3:scene,S1_S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3,deduplicated_global_s1,S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3,Global_S1,2017-12-07,2017-12-07T11:15:02Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3.SAFE,2017-12-07T11:15:02Z,0,1,1,True,S1A_IW_SLC__1SDV_20171207T111502_20171207T111530_019595_021487_BBD3,30.0,1
S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816:scene,S1_S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816,Global_S1,2018-02-14,2018-02-14T11:37:06Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816.SAFE,2018-02-14T11:37:06Z,0,1,1,True,S1A_IW_SLC__1SDV_20180214T113706_20180214T113736_020602_02344F_F816,30.0,1
S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31:scene,S1_S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31,Global_S1,2018-02-14,2018-02-14T11:37:34Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31.SAFE,2018-02-14T11:37:34Z,0,1,1,True,S1A_IW_SLC__1SDV_20180214T113734_20180214T113802_020602_02344F_9E31,30.0,1
S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB:scene,S1_S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB,Global_S1,2018-02-19,2018-02-19T11:45:24Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB.SAFE,2018-02-19T11:45:24Z,0,1,1,True,S1A_IW_SLC__1SDV_20180219T114524_20180219T114551_020675_0236A3_8FAB,30.0,1
S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819:scene,S1_S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819,Global_S1,2018-02-19,2018-02-19T11:45:49Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819.SAFE,2018-02-19T11:45:49Z,0,1,1,True,S1A_IW_SLC__1SDV_20180219T114549_20180219T114616_020675_0236A3_1819,30.0,1
S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314:scene,S1_S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,Global_S1,2018-02-26,2018-02-26T11:37:06Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314.SAFE,2018-02-26T11:37:06Z,0,1,1,True,S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,30.0,3
S1_S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9:scene,S1_S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9,Global_S1,2018-03-05,2018-03-05T10:41:10Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9.SAFE,2018-03-05T10:41:10Z,0,1,1,True,S1A_IW_SLC__1SDV_20180305T104110_20180305T104140_020878_023D06_07A9,30.0,1
S1_S1A_IW_SLC__1SDV_20180305T235749_20180305T235816_020887_023D47_BD35:scene,S1_S1A_IW_SLC__1SDV_20180305T235749_20180305T235816_020887_023D47_BD35,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180305T235749_20180305T235816_020887_023D47_BD35,Global_S1,2018-03-05,2018-03-05T23:57:49Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180305T235749_20180305T235816_020887_023D47_BD35.SAFE,2018-03-05T23:57:49Z,0,1,1,True,S1A_IW_SLC__1SDV_20180305T235749_20180305T235816_020887_023D47_BD35,30.0,1
S1_S1A_IW_SLC__1SDV_20180305T235814_20180305T235841_020887_023D47_F0AD:scene,S1_S1A_IW_SLC__1SDV_20180305T235814_20180305T235841_020887_023D47_F0AD,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180305T235814_20180305T235841_020887_023D47_F0AD,Global_S1,2018-03-05,2018-03-05T23:58:14Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180305T235814_20180305T235841_020887_023D47_F0AD.SAFE,2018-03-05T23:58:14Z,0,1,1,True,S1A_IW_SLC__1SDV_20180305T235814_20180305T235841_020887_023D47_F0AD,30.0,1
S1_S1A_IW_SLC__1SDV_20180310T113706_20180310T113736_020952_023F65_5F7F:scene,S1_S1A_IW_SLC__1SDV_20180310T113706_20180310T113736_020952_023F65_5F7F,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180310T113706_20180310T113736_020952_023F65_5F7F,Global_S1,2018-03-10,2018-03-10T11:37:06Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180310T113706_20180310T113736_020952_023F65_5F7F.SAFE,2018-03-10T11:37:06Z,0,1,1,True,S1A_IW_SLC__1SDV_20180310T113706_20180310T113736_020952_023F65_5F7F,30.0,2
S1_S1A_IW_SLC__1SDV_20180417T061638_20180417T061705_021503_0250BC_6CFA:scene,S1_S1A_IW_SLC__1SDV_20180417T061638_20180417T061705_021503_0250BC_6CFA,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180417T061638_20180417T061705_021503_0250BC_6CFA,Global_S1,2018-04-17,2018-04-17T06:16:38Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180417T061638_20180417T061705_021503_0250BC_6CFA.SAFE,2018-04-17T06:16:38Z,0,1,1,True,S1A_IW_SLC__1SDV_20180417T061638_20180417T061705_021503_0250BC_6CFA,30.0,1
S1_S1A_IW_SLC__1SDV_20180417T061703_20180417T061730_021503_0250BC_1820:scene,S1_S1A_IW_SLC__1SDV_20180417T061703_20180417T061730_021503_0250BC_1820,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180417T061703_20180417T061730_021503_0250BC_1820,Global_S1,2018-04-17,2018-04-17T06:17:03Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180417T061703_20180417T061730_021503_0250BC_1820.SAFE,2018-04-17T06:17:03Z,0,1,1,True,S1A_IW_SLC__1SDV_20180417T061703_20180417T061730_021503_0250BC_1820,30.0,1
S1_S1A_IW_SLC__1SDV_20180420T175048_20180420T175115_021554_02524F_11F3:scene,S1_S1A_IW_SLC__1SDV_20180420T175048_20180420T175115_021554_02524F_11F3,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180420T175048_20180420T175115_021554_02524F_11F3,Global_S1,2018-04-20,2018-04-20T17:50:48Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180420T175048_20180420T175115_021554_02524F_11F3.SAFE,2018-04-20T17:50:48Z,0,1,1,True,S1A_IW_SLC__1SDV_20180420T175048_20180420T175115_021554_02524F_11F3,30.0,1
S1_S1A_IW_SLC__1SDV_20180530T165236_20180530T165306_022136_0264C5_5103:scene,S1_S1A_IW_SLC__1SDV_20180530T165236_20180530T165306_022136_0264C5_5103,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180530T165236_20180530T165306_022136_0264C5_5103,Global_S1,2018-05-30,2018-05-30T16:52:36Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180530T165236_20180530T165306_022136_0264C5_5103.SAFE,2018-05-30T16:52:36Z,0,1,1,True,S1A_IW_SLC__1SDV_20180530T165236_20180530T165306_022136_0264C5_5103,30.0,1
S1_S1A_IW_SLC__1SDV_20180530T165304_20180530T165332_022136_0264C5_57B3:scene,S1_S1A_IW_SLC__1SDV_20180530T165304_20180530T165332_022136_0264C5_57B3,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180530T165304_20180530T165332_022136_0264C5_57B3,Global_S1,2018-05-30,2018-05-30T16:53:04Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180530T165304_20180530T165332_022136_0264C5_57B3.SAFE,2018-05-30T16:53:04Z,0,1,1,True,S1A_IW_SLC__1SDV_20180530T165304_20180530T165332_022136_0264C5_57B3,30.0,1
S1_S1A_IW_SLC__1SDV_20180607T160715_20180607T160742_022253_02686F_1B45:scene,S1_S1A_IW_SLC__1SDV_20180607T160715_20180607T160742_022253_02686F_1B45,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180607T160715_20180607T160742_022253_02686F_1B45,Global_S1,2018-06-07,2018-06-07T16:07:15Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180607T160715_20180607T160742_022253_02686F_1B45.SAFE,2018-06-07T16:07:15Z,0,1,1,True,S1A_IW_SLC__1SDV_20180607T160715_20180607T160742_022253_02686F_1B45,30.0,1
S1_S1A_IW_SLC__1SDV_20180611T060624_20180611T060651_022305_026A07_2143:scene,S1_S1A_IW_SLC__1SDV_20180611T060624_20180611T060651_022305_026A07_2143,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180611T060624_20180611T060651_022305_026A07_2143,Global_S1,2018-06-11,2018-06-11T06:06:24Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180611T060624_20180611T060651_022305_026A07_2143.SAFE,2018-06-11T06:06:24Z,0,1,1,True,S1A_IW_SLC__1SDV_20180611T060624_20180611T060651_022305_026A07_2143,30.0,1
S1_S1A_IW_SLC__1SDV_20180611T060649_20180611T060716_022305_026A07_EF2B:scene,S1_S1A_IW_SLC__1SDV_20180611T060649_20180611T060716_022305_026A07_EF2B,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180611T060649_20180611T060716_022305_026A07_EF2B,Global_S1,2018-06-11,2018-06-11T06:06:49Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180611T060649_20180611T060716_022305_026A07_EF2B.SAFE,2018-06-11T06:06:49Z,0,1,1,True,S1A_IW_SLC__1SDV_20180611T060649_20180611T060716_022305_026A07_EF2B,30.0,1
S1_S1A_IW_SLC__1SDV_20180629T051852_20180629T051919_022567_0271CF_EE7D:scene,S1_S1A_IW_SLC__1SDV_20180629T051852_20180629T051919_022567_0271CF_EE7D,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180629T051852_20180629T051919_022567_0271CF_EE7D,Global_S1,2018-06-29,2018-06-29T05:18:52Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180629T051852_20180629T051919_022567_0271CF_EE7D.SAFE,2018-06-29T05:18:52Z,0,1,1,True,S1A_IW_SLC__1SDV_20180629T051852_20180629T051919_022567_0271CF_EE7D,30.0,1
S1_S1A_IW_SLC__1SDV_20180630T170626_20180630T170653_022589_02727A_F0C9:scene,S1_S1A_IW_SLC__1SDV_20180630T170626_20180630T170653_022589_02727A_F0C9,deduplicated_global_s1,S1A_IW_SLC__1SDV_20180630T170626_20180630T170653_022589_02727A_F0C9,Global_S1,2018-06-30,2018-06-30T17:06:26Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20180630T170626_20180630T170653_022589_02727A_F0C9.SAFE,2018-06-30T17:06:26Z,0,1,1,True,S1A_IW_SLC__1SDV_20180630T170626_20180630T170653_022589_02727A_F0C9,30.0,1
