patch_index,obs_id,source_id,timestamp,centroid_lon,centroid_lat,estimated_patch_area_m2,validation_type,source_type,planet_status,planet_item_id,planet_acquired,planet_delta_hours,planet_search_window_hours,planet_available_assets,planet_preferred_asset_type,planet_product_bundle,planet_cloud_cover,planet_clear_percent,planet_quality_category,planet_error,quick_search_curl,item_curl,assets_curl,activate_asset_curl,orders_clip_curl,orders_status_curl
30,a7d17cd3-59d4-45bf-a066-94a4084ca96f,S1A_20210325T0446,2021-03-25T04:46:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-02-23T04:46:00Z"",""lte"":""2021-04-24T04:46:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_030_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_030_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_030_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_030"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_030_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
31,e584367d-62d7-496b-acd1-75b6df6a00d9,S1A_20210307T1641,2021-03-07T16:41:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-02-05T16:41:00Z"",""lte"":""2021-04-06T16:41:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_031_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_031_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_031_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_031"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_031_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
32,a9f8f202-d131-4cde-a088-794725748715,S1A_20210223T1641,2021-02-23T16:41:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-01-24T16:41:00Z"",""lte"":""2021-03-25T16:41:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_032_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_032_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_032_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_032"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_032_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
33,6e869537-def1-4fae-963a-018a6b2c741f,S1A_20210124T0446,2021-01-24T04:46:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-12-25T04:46:00Z"",""lte"":""2021-02-23T04:46:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_033_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_033_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_033_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_033"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_033_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
34,9e17ce98-9eeb-40f6-989e-894dc2be72ea,missing,2017-10-12T23:57:00.000Z,-86.691666,16.016666,13234762.070,,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[-86.7,15.983333],[-86.683333,15.983333],[-86.683333,16.05],[-86.7,16.05],[-86.7,15.983333]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2017-09-12T23:57:00Z"",""lte"":""2017-11-11T23:57:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_034_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_034_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_034_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_034"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_034_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[-86.7,15.983333],[-86.683333,15.983333],[-86.683333,16.05],[-86.7,16.05],[-86.7,15.983333]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
35,33a32832-fc41-4fdd-8c91-a41844fc1709,missing,2017-10-17T11:37:00.000Z,-86.391666,16.025000,9925607.631,,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[-86.4,16.0],[-86.383333,16.0],[-86.383333,16.05],[-86.4,16.05],[-86.4,16.0]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2017-09-17T11:37:00Z"",""lte"":""2017-11-16T11:37:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_035_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_035_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_035_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_035"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_035_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[-86.4,16.0],[-86.383333,16.0],[-86.383333,16.05],[-86.4,16.05],[-86.4,16.0]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
36,86a3fb61-9db1-4df5-82ae-a848e0455a2e,missing,2020-07-04T23:57:00.000Z,130.558334,32.608334,2899761.360,,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[130.55,32.6],[130.566667,32.6],[130.566667,32.616667],[130.55,32.616667],[130.55,32.6]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-06-04T23:57:00Z"",""lte"":""2020-08-03T23:57:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_036_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_036_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_036_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_036"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_036_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[130.55,32.6],[130.566667,32.6],[130.566667,32.616667],[130.55,32.616667],[130.55,32.6]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
37,91ea9edc-67b4-4211-8532-35deec4a3148,missing,2018-10-31T18:17:58.000Z,-0.219745,5.495525,1246225.823,,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[-0.22628,5.49166],[-0.21321,5.49166],[-0.21321,5.49939],[-0.22628,5.49939],[-0.22628,5.49166]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2018-10-01T18:17:58Z"",""lte"":""2018-11-30T18:17:58Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_037_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_037_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_037_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_037"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_037_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[-0.22628,5.49166],[-0.21321,5.49166],[-0.21321,5.49939],[-0.22628,5.49939],[-0.22628,5.49166]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
38,05e7c3bc-2eac-4c4b-ba8a-6bf8aa4c0789,05,2018-10-12T12:00:00.000Z,3.468853,39.607096,57694879.709,CONCLUSIVE_HIRES_SATELLITE_IMAGE,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[3.4046126087374335,39.583784356213854],[3.5327762266342604,39.5832674191317],[3.5331375811102395,39.630401110063666],[3.4048870431824088,39.63091890806143],[3.4046126087374335,39.583784356213854]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2018-09-12T12:00:00Z"",""lte"":""2018-11-11T12:00:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_038_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_038_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_038_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_038"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_038_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[3.4046126087374335,39.583784356213854],[3.5327762266342604,39.5832674191317],[3.5331375811102395,39.630401110063666],[3.4048870431824088,39.63091890806143],[3.4046126087374335,39.583784356213854]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
39,3f181238-1180-4e8f-bd9e-90daa87aa6ca,04,2018-10-11T12:00:00.000Z,3.468983,39.607120,57848731.175,CONCLUSIVE_HIRES_SATELLITE_IMAGE,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[3.4047423567176045,39.58374553917426],[3.532905900600688,39.58322845945417],[3.5332683075067615,39.63048783903226],[3.405017611708197,39.63100578220366],[3.4047423567176045,39.58374553917426]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2018-09-11T12:00:00Z"",""lte"":""2018-11-10T12:00:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_039_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_039_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_039_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_039"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_039_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[3.4047423567176045,39.58374553917426],[3.532905900600688,39.58322845945417],[3.5332683075067615,39.63048783903226],[3.405017611708197,39.63100578220366],[3.4047423567176045,39.58374553917426]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
40,7599355c-419f-4f5b-913b-22b769ee25d2,03,2018-10-11T12:00:00.000Z,3.468862,39.607108,57848732.523,CONCLUSIVE_HIRES_SATELLITE_IMAGE,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[3.4046209823610982,39.58373396389194],[3.5327845072721638,39.583217018171204],[3.533146831478981,39.63047639877668],[3.404896154696399,39.63099420772507],[3.4046209823610982,39.58373396389194]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2018-09-11T12:00:00Z"",""lte"":""2018-11-10T12:00:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_040_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_040_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_040_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_040"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_040_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[3.4046209823610982,39.58373396389194],[3.5327845072721638,39.583217018171204],[3.533146831478981,39.63047639877668],[3.404896154696399,39.63099420772507],[3.4046209823610982,39.58373396389194]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
41,cabcd011-9d82-4124-9f9c-120bdc406cf3,02,2018-10-12T12:00:00.000Z,3.468348,39.602787,67944025.663,CONCLUSIVE_HIRES_SATELLITE_IMAGE,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[3.4045729050919595,39.575073069202034],[3.5317459876053223,39.57456074218084],[3.5321739274227295,39.630492772740126],[3.4048985061325245,39.63100611245799],[3.4045729050919595,39.575073069202034]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2018-09-12T12:00:00Z"",""lte"":""2018-11-11T12:00:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_041_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_041_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_041_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_041"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_041_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[3.4045729050919595,39.575073069202034],[3.5317459876053223,39.57456074218084],[3.5321739274227295,39.630492772740126],[3.4048985061325245,39.63100611245799],[3.4045729050919595,39.575073069202034]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
